model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,0.9552364864864864,roc_auc,0.10722899436950684,18.296757698059082,0.0002942085266113281,0.017627477645874023,2,True,9
CatBoost,0.9490427927927929,roc_auc,0.05595278739929199,14.5392165184021,0.05595278739929199,14.5392165184021,1,True,5
LightGBM,0.9389076576576577,roc_auc,0.010926485061645508,2.8404295444488525,0.010926485061645508,2.8404295444488525,1,True,1
XGBoost,0.9329954954954955,roc_auc,0.04005551338195801,0.8994841575622559,0.04005551338195801,0.8994841575622559,1,True,7
LightGBM_2,0.9279279279279279,roc_auc,0.018649578094482422,2.7989962100982666,0.018649578094482422,2.7989962100982666,1,True,2
XGBoost_2,0.923704954954955,roc_auc,0.03882312774658203,0.822594404220581,0.03882312774658203,0.822594404220581,1,True,8
CatBoost_2,0.9222972972972974,roc_auc,0.04900503158569336,11.648016929626465,0.04900503158569336,11.648016929626465,1,True,6
RandomForest_2,0.9048423423423424,roc_auc,0.07511496543884277,0.7226688861846924,0.07511496543884277,0.7226688861846924,1,True,4
RandomForest,0.8902027027027027,roc_auc,0.04913067817687988,0.6083521842956543,0.04913067817687988,0.6083521842956543,1,True,3
