,importance,stddev,p_value,n,p99_high,p99_low
image_embedding_627,-0.00017921146953403522,0.0,0.5,5,-0.00017921146953403522,-0.00017921146953403522
text_embedding_064,-0.00017921146953403522,0.000335273959388318,0.8509925941343948,5,0.0005111222468250872,-0.0008695451858931576
text_embedding_290,-0.00017921146953403522,0.00012672164537392267,0.9829452884162952,5,8.171014977014185e-05,-0.0004401330888382123
image_embedding_580,-0.00017921146953405742,0.0002534432907478846,0.9054981707724069,5,0.00034263176907437746,-0.0007010547081424923
image_embedding_732,-0.00017921146953405742,0.00021948832820633697,0.9290362761130065,5,0.00027271803189387494,-0.0006311409709619898
text_embedding_055,-0.00017921146953407962,0.00033527395938837736,0.8509925941344095,5,0.000511122246825165,-0.0008695451858933244
text_embedding_012,-0.00017921146953407962,0.0005068865814957201,0.7632863173714702,5,0.0008644750076826891,-0.0012228979467508484
text_embedding_642,-0.00017921146953410184,0.0004007290282257105,0.8130495168500637,5,0.0006458951382464048,-0.0010043180773146086
text_embedding_372,-0.00017921146953410184,0.00025344329074786497,0.9054981707724643,5,0.00034263176907429273,-0.0007010547081424965
image_embedding_530,-0.00017921146953410184,0.00021948832820640498,0.9290362761129972,5,0.00027271803189397056,-0.0006311409709621742
text_embedding_673,-0.00021505376344084227,0.00014993907285555658,0.9836610383315985,5,9.367285994696904e-05,-0.0005237803868286536
text_embedding_368,-0.00021505376344084227,0.00014993907285555658,0.9836610383315985,5,9.367285994696904e-05,-0.0005237803868286536
text_embedding_193,-0.00021505376344084227,0.00019631632885488187,0.96475800154489,5,0.00018916427105137754,-0.0006192717979330621
image_embedding_465,-0.00021505376344088667,0.00014993907285560965,0.9836610383315911,5,9.367285994703393e-05,-0.0005237803868288072
text_embedding_051,-0.00021505376344088667,0.00026581356584576786,0.9276480006968277,5,0.00033226004256946154,-0.0007623675694512349
text_embedding_389,-0.00021505376344088667,0.00014993907285560965,0.9836610383315911,5,9.367285994703393e-05,-0.0005237803868288072
text_embedding_392,-0.00021505376344088667,0.00014993907285560965,0.9836610383315911,5,9.367285994703393e-05,-0.0005237803868288072
image_embedding_561,-0.00021505376344090887,0.0003205832225805944,0.8960000000000536,5,0.0004450315227835499,-0.0008751390496653677
text_embedding_699,-0.00021505376344090887,0.00042786151922275006,0.8380295845041016,5,0.0006659190183133805,-0.0010960265451951982
text_embedding_506,-0.00021505376344090887,0.00038852120768246526,0.8582444678861992,5,0.0005849167731110448,-0.0010150242999928626
image_embedding_106,-0.00021505376344090887,0.00019631632885494266,0.96475800154489,5,0.00018916427105143612,-0.0006192717979332539
text_embedding_074,-0.0002508960573476493,9.815816442744093e-05,0.9976820802910478,5,-4.878704010153942e-05,-0.00045300507459375926
text_embedding_760,-0.0002508960573476493,0.00016029161129029411,0.9875519182698886,5,7.914658576457372e-05,-0.0005809387004598724
image_embedding_353,-0.0002508960573476493,0.0006657410616847728,0.7765820516870718,5,0.001119873990180624,-0.0016216661048759225
PT,-0.0002508960573476493,0.00027178765032440566,0.9460305888538617,5,0.0003087184711748365,-0.0008105105858701351
image_embedding_619,-0.0002508960573476715,0.00039263265770980927,0.8868773906289698,5,0.0005575400116368619,-0.001059332126332205
text_embedding_598,-0.0002508960573476715,0.0002404374169354536,0.9600201767272128,5,0.0002441679073206888,-0.0007459600220160317
text_embedding_139,-0.0002508960573476937,9.815816442750174e-05,0.9976820802910441,5,-4.878704010145859e-05,-0.00045300507459392883
image_embedding_706,-0.0002508960573476937,0.0003255538015158352,0.9200326005813162,5,0.00041942371960512775,-0.0009212158343005151
image_embedding_019,-0.0002508960573476937,0.0010026237082938728,0.6971829363810242,5,0.0018135200157617124,-0.0023153121304571
text_embedding_127,-0.0002508960573476937,0.00020433251345866336,0.9741970210944064,5,0.00016982741203915773,-0.0006716195267345451
image_embedding_014,-0.0002508960573476937,0.0002717876503244642,0.9460305888538568,5,0.00030871847117491265,-0.0008105105858703002
image_embedding_091,-0.0002508960573477381,0.00039263265770987015,0.8868773906289908,5,0.0005575400116369205,-0.0010593321263323969
text_embedding_680,-0.0002867383512544563,0.00027178765032440566,0.96112917952605,5,0.0002728761772680295,-0.0008463528797769421
text_embedding_499,-0.00028673835125447855,0.00027178765032443125,0.9611291795260484,5,0.00027287617726805995,-0.0008463528797770171
text_embedding_384,-0.00028673835125447855,0.0006411664451612184,0.8130495168499732,5,0.0010334322211945001,-0.0016069089237034572
image_embedding_322,-0.00028673835125447855,0.00027178765032444957,0.9611291795260417,5,0.0002728761772680976,-0.0008463528797770547
text_embedding_231,-0.0002867383512545008,0.0004315983719997431,0.894210502699968,5,0.0006019286620164115,-0.001175405364525413
text_embedding_452,-0.0002867383512545008,0.0005163032362325552,0.8589323272571945,5,0.0007763371482174113,-0.001349813850726413
image_embedding_737,-0.00028673835125452295,0.000546521529820008,0.8470915959800944,5,0.000838557032375157,-0.001412033734884203
text_embedding_757,-0.0002867383512545452,0.0004125757861369625,0.9024310412070151,5,0.0005627608948048245,-0.0011362375973139147
text_embedding_345,-0.0002867383512545452,0.0010571957852152742,0.7115336013479023,5,0.0018900423825022863,-0.002463519085011377
text_embedding_257,-0.0003225806451612634,0.00023366316864523672,0.9816590052997795,5,0.00015853504864747874,-0.0008036963389700055
image_embedding_401,-0.0003225806451612634,0.0002944744932823228,0.96475800154489,5,0.0002837464065770663,-0.000928907696899593
text_embedding_076,-0.0003225806451612634,0.00019631632885488187,0.9893441794356217,5,8.163738933095644e-05,-0.0007267986796534832
text_embedding_649,-0.0003225806451612856,0.0003205832225806069,0.9561774117483038,5,0.00033750464106319897,-0.0009826659313857701
primarily_metastasis,-0.0003225806451613078,0.0006129975403759138,0.8477206076597326,5,0.0009395897629990896,-0.0015847510533217053
text_embedding_220,-0.0003225806451613078,0.00038852120768242683,0.9315274383271102,5,0.00047738989139056677,-0.0011225511817131823
text_embedding_171,-0.0003225806451613078,0.0005997562914222711,0.8522887784721357,5,0.0009123258483900296,-0.0015574871387126453
Granulocytes,-0.00032258064516133,0.00014993907285560965,0.9957095406390354,5,-1.3854021773409403e-05,-0.0006313072685492506
text_embedding_765,-0.00032258064516133,0.000463877387295469,0.9025352636223786,5,0.0006325493067468852,-0.0012777105970695453
text_embedding_690,-0.00032258064516133,0.0005581509499067482,0.8670763569623241,5,0.0008266598751626153,-0.0014718211654852753
Immature Granulocytyes,-0.00032258064516133,0.00023366316864529207,0.9816590052997778,5,0.00015853504864752607,-0.0008036963389701861
image_embedding_357,-0.00032258064516133,0.00029447449328238355,0.96475800154489,5,0.0002837464065771248,-0.0009289076968997848
image_embedding_521,-0.00032258064516135223,8.014580564519671e-05,0.9995780837411988,5,-0.00015755932360513844,-0.000487601966717566
text_embedding_156,-0.000322580645161441,0.00023366316864527076,0.9816590052998018,5,0.00015853504864737125,-0.0008036963389702534
image_embedding_312,-0.00035842293906807043,0.00028335821327671285,0.9762896722078401,5,0.00022501553849539092,-0.0009418614166315318
text_embedding_583,-0.00035842293906807043,0.00012672164537392267,0.9984008989238323,5,-9.750131976389337e-05,-0.0006193445583722475
text_embedding_613,-0.00035842293906807043,0.00025344329074784535,0.9829452884162952,5,0.0001634202995402837,-0.0008802661776764246
text_embedding_079,-0.00035842293906809266,0.00012672164537396192,0.9984008989238309,5,-9.750131976383477e-05,-0.0006193445583723505
text_embedding_720,-0.00035842293906809266,0.00035842293906811207,0.9554953287499512,5,0.00037957484640462665,-0.001096420724540812
text_embedding_081,-0.00035842293906811483,0.0005068865814957888,0.9054981707724,5,0.0006852635381487955,-0.0014021094162850252
text_embedding_341,-0.00035842293906813706,0.00021948832820633697,0.9891285107673918,5,9.350656235979532e-05,-0.0008103524404960694
text_embedding_278,-0.00035842293906813706,0.0005224867289288419,0.9000854072311406,5,0.000717384457330381,-0.001434230335466655
text_embedding_467,-0.00035842293906815923,0.0004569013901069293,0.9228635644603508,5,0.0005823433382103252,-0.0012991892163466438
text_embedding_138,-0.00035842293906818146,0.00045690139010692935,0.9228635644603606,5,0.000582343338210303,-0.001299189216346666
days_to_first_treatment,-0.0003584229390682037,0.0012544802867383337,0.7211739751243136,5,0.0022245693100861933,-0.0029414151882226004
text_embedding_044,-0.00039426523297489966,0.00042786151922269655,0.9458037809888606,5,0.0004867075487792796,-0.0012752380147290788
text_embedding_712,-0.0003942652329749663,0.00023366316864526225,0.9902228936398514,5,8.685046083382842e-05,-0.000875380926783761
text_embedding_393,-0.0003942652329749663,0.0002944744932824106,0.9799068908722831,5,0.00021206181876354426,-0.0010005922847134768
image_embedding_661,-0.0003942652329749663,0.0012506341449726212,0.7401308675461478,5,0.0021808077571245,-0.0029693382230744324
text_embedding_136,-0.0003942652329749885,0.00023366316864525803,0.9902228936398538,5,8.685046083379747e-05,-0.0008753809267837745
image_embedding_368,-0.00043010752688177334,0.0007873076213795204,0.8555295828502526,5,0.0011909697472863997,-0.002051184801049946
image_embedding_518,-0.00043010752688179556,0.00016029161129029411,0.9980587314765216,5,-0.00010006488376957252,-0.0007601501699940187
image_embedding_050,-0.00043010752688179556,0.0005163032362326053,0.9320174210176139,5,0.0006329679725902197,-0.001493183026353811
text_embedding_505,-0.00046594982078849154,0.0003926326577097637,0.9716163830938391,5,0.000342486248195948,-0.001274385889772931
Chloride,-0.000465949820788536,0.000299878145711143,0.9872592592592591,5,0.0001515034259871481,-0.00108340306756422
text_embedding_609,-0.00046594982078855817,0.00020433251345863905,0.9965063126673401,5,-4.5226351401756804e-05,-0.0008866732901753596
image_embedding_326,-0.00046594982078855817,0.0009700622654282715,0.8283629977471292,5,0.0015314217914136074,-0.0024633214329907237
text_embedding_157,-0.00046594982078855817,0.0011090859101624167,0.7996479774019889,5,0.001817673397432183,-0.002749573039009299
MCV,-0.0004659498207885804,0.0007345484420043302,0.8854706833047459,5,0.001046495573836723,-0.0019783952154138838
text_embedding_557,-0.0004659498207885804,0.0005163032362326111,0.9431210975856837,5,0.0005971256786834471,-0.0015290253202606078
image_embedding_087,-0.0004659498207886248,0.00039263265770987015,0.9716163830938402,5,0.00034248624819603385,-0.0012743858897732835
text_embedding_693,-0.0004659498207886248,0.00039263265770984483,0.9716163830938453,5,0.0003424862481959818,-0.0012743858897732315
text_embedding_617,-0.0005017921146952987,0.00019631632885488187,0.9976820802910478,5,-9.757408020307884e-05,-0.0009060101491875185
text_embedding_306,-0.0005376344086021944,0.0011475133041994998,0.8230351796224626,5,0.0018251113450639296,-0.0029003801622683187
image_embedding_504,-0.0006093189964157863,0.0002998781457111928,0.9947651653551896,5,8.134250360000228e-06,-0.0012267722431915729
text_embedding_182,-0.0006093189964157863,0.00024043741693549912,0.9976087452598928,5,-0.00011425503174733237,-0.0011043829610842403
image_embedding_204,-0.0006093189964158086,0.00024043741693549083,0.9976087452598935,5,-0.00011425503174737172,-0.0011043829610842453
text_embedding_143,-0.0006093189964158308,0.0007770424153648756,0.9228004967861649,5,0.0009906220766879633,-0.002209260069519625
Monocytes %,-0.0006093189964158308,0.000325553801515878,0.9930694803516178,5,6.100078053707873e-05,-0.0012796387733687402
text_embedding_436,-0.0006093189964158308,9.815816442744093e-05,0.9999219041255463,5,-0.00040720997916972085,-0.0008114280136619407
text_embedding_406,-0.000609318996415853,0.000615611614240811,0.954350430127558,5,0.000658233825962708,-0.001876871818794414
image_embedding_555,-0.000609318996415853,0.0008367467763389896,0.9106044091470994,5,0.0011135541811356055,-0.0023321921739673113
image_embedding_352,-0.000609318996415853,0.0002717876503244532,0.9962891056140034,5,-4.97044678932694e-05,-0.0011689335249384365
perineural_invasion_Pn,-0.000681003584229467,0.0024057095619426784,0.7194364502512649,5,0.004272385654250207,-0.0056343928227091415
text_embedding_551,-0.000681003584229467,0.00046387738729551826,0.9847882916755938,5,0.0002741263676788497,-0.0016361335361377836
text_embedding_548,-0.000681003584229467,0.0002944744932823262,0.9966766343943042,5,-7.467653249113027e-05,-0.0012873306359678038
MCH,-0.0007168458781362074,0.0013230128190173658,0.8538221449352175,5,0.0020072558022009744,-0.0034409475584733897
text_embedding_446,-0.0007526881720430145,0.00040866502691727316,0.9926844742789882,5,8.87587667305781e-05,-0.0015941351108166072
text_embedding_308,-0.0007526881720430589,0.0004972916460756933,0.986164365990775,5,0.00027124220052777417,-0.001776618544613892
image_embedding_710,-0.0007526881720431478,0.0003885212076823987,0.9938347087536966,5,4.728236450866885e-05,-0.0015526587085949646
text_embedding_527,-0.0007885304659498882,0.0008462880969977274,0.9471956492068783,5,0.0009539884227129777,-0.002531049354612754
image_embedding_049,-0.0008243727598566952,0.0006285189217473561,0.9786539236207764,5,0.00046975638707579047,-0.002118501906789181
text_embedding_261,-0.0008602150537635689,0.00014993907285558311,0.9998935805221625,5,-0.0005514884303757029,-0.001168941677151435
resection_status_carcinoma_in_situ,-0.0008960573476702871,0.0,0.5,5,-0.0008960573476702871,-0.0008960573476702871
text_embedding_284,-0.0008960573476702871,0.000335273959388407,0.9980301857211713,5,-0.00020572363131098135,-0.0015863910640295928
text_embedding_086,-0.0008960573476703759,0.0004202881505217894,0.9955712412542724,5,-3.067823674644376e-05,-0.001761436458594308
text_embedding_365,-0.0009318996415770941,0.0005131835506551109,0.9923289163260378,5,0.00012475238217222345,-0.001988551665326412
carcinoma_in_situ,-0.0009318996415771386,0.001016936269470307,0.945097964590682,5,0.0011619861928151634,-0.0030257854759694405
text_embedding_608,-0.0010035842293906194,0.00032555380151586883,0.9988389434192217,5,-0.0003332644524377288,-0.00167390400634351
text_embedding_398,-0.0010035842293907304,0.0008557230384453943,0.9706754684453947,5,0.0007583613341176304,-0.002765529792899091
text_embedding_262,-0.0010035842293907304,0.000677694279612486,0.9851914844690856,5,0.0003917976590617331,-0.002398966117843194
image_embedding_588,-0.0010035842293907304,0.00048420272710060936,0.9951132465633477,5,-6.6041218976806496e-06,-0.0020005643368837802
text_embedding_167,-0.0010035842293907526,0.00044981721856676704,0.9962251680309511,5,-7.740435922711831e-05,-0.001929764099554387
adjuvant_radiochemotherapy,-0.0010752688172043444,0.0013939380991132885,0.9201819672250704,5,0.0017948689951418897,-0.003945406629550579
text_embedding_183,-0.0010752688172043444,0.00033527395938833286,0.9989990506932543,5,-0.00038493510084519134,-0.0017656025335634974
text_embedding_744,-0.0010752688172043668,0.000989727689712133,0.9639834261434415,5,0.0009625941754033182,-0.0031131318098120515
text_embedding_115,-0.0010752688172043668,0.001005821878165048,0.9624347726873902,5,0.0009957323318731937,-0.003146269966281927
text_embedding_600,-0.0010752688172044112,0.0004202881505217895,0.9976898756956772,5,-0.00020988970628047908,-0.0019406479281283435
text_embedding_549,-0.0011111111111111517,0.00146362128954091,0.9175829110822159,5,0.0019025053534495987,-0.004124727575671902
text_embedding_579,-0.0011111111111111517,0.0005581509499067678,0.9943824560279693,5,3.8129409212834e-05,-0.0022603516314351375
Lymphocytes,-0.0011111111111111517,0.0010632542633828993,0.9601678145711692,5,0.0010781441129298864,-0.0033003663351521897
text_embedding_283,-0.0012186379928316171,0.0020876405546126887,0.8690922905705603,5,0.003079842763374741,-0.005517118749037975
resection_status,-0.0012544802867383797,0.005173906821954146,0.6917515067246864,5,0.009398665370657021,-0.011907625944133781
text_embedding_495,-0.0013261648745519715,0.001998027058375483,0.8940351691066393,5,0.002787800454311837,-0.00544013020341578
text_embedding_297,-0.0013978494623655858,0.00038852120768248575,0.9993520542267358,5,-0.0005978789258135898,-0.0021978199989175816
Hematocrit,-0.001899641577060973,0.0021075451685256975,0.9429584499434919,5,0.00243982305430327,-0.006239106208425217
image_embedding_376,-0.00211469534050186,0.0009600785115396976,0.9960501065743539,5,-0.00013788041554641103,-0.0040915102654573085
image_embedding_134,-0.0022222222222223254,0.0009617496677418567,0.996666358221088,5,-0.00024196636354879755,-0.004202478080895853
text_embedding_614,-0.0022939068100358726,0.0019359816166030527,0.9714934298649396,5,0.0016923060966593621,-0.006280119716731107
