,importance,stddev,p_value,n,p99_high,p99_low
recurrence,0.1077419354838709,0.03607304752369833,0.0013064662269059264,5,0.18201683891766735,0.03346703205007445
year_of_initial_diagnosis,0.02917562724014333,0.010976903662848633,0.002009999293646326,5,0.05177722359888038,0.006574030881406283
progress_1,0.02677419354838706,0.02421829346514944,0.03439748008370132,5,0.07663999452551776,-0.02309160742874363
RDW,0.011756272401433666,0.006457335176366447,0.007605208217980978,5,0.025052014779428977,-0.0015394699765616474
text_embedding_746,0.006487455197132541,0.0013962402280130724,0.0002423076672468358,5,0.009362333124702233,0.0036125772695628487
text_embedding_084,0.005770609318996378,0.0019851260223724813,0.0014449389173480814,5,0.009858011236418739,0.001683207401574018
text_embedding_161,0.005770609318996334,0.0018161471053989944,0.0010366053008999767,5,0.009510081310833453,0.0020311373271592157
text_embedding_745,0.005161290322580547,0.0007100936471741737,4.193036710944797e-05,5,0.006623382956649374,0.0036991976885117203
hpv_association_p16,0.0048387096774193065,0.0038058710719705248,0.02336528371247001,5,0.012675050817334969,-0.002997631462496356
text_embedding_736,0.004623655913978397,0.0018511772772210552,0.0025204401404258807,5,0.008435255513765567,0.000812056314191228
image_embedding_547,0.004050179211469463,0.002300617424499107,0.008504579542217977,5,0.00878718228642512,-0.0006868238634861962
text_embedding_072,0.004014336917562633,0.0006776942796125022,9.38719611599338e-05,5,0.00540971880601513,0.0026189550291101362
text_embedding_214,0.004014336917562566,0.001803725826535663,0.0038079862145307506,5,0.007728233324539767,0.00030044051058536556
text_embedding_640,0.003942652329749085,0.0007496953642778094,0.00014959406880184084,5,0.0054862854466881964,0.002399019212809974
text_embedding_497,0.003942652329749041,0.0020472508349097056,0.006291478368323518,5,0.008157970094841704,-0.0002726654353436232
text_embedding_658,0.003906810035842212,0.0012115013463193816,0.000980525931054588,5,0.006401308052641903,0.001412312019042522
text_embedding_380,0.003870967741935427,0.001957429020919482,0.005746534497291228,5,0.00790134115055282,-0.0001594056666819649
text_embedding_734,0.0034408602150536984,0.0005723555348627841,8.857721980579656e-05,5,0.00461934817213035,0.002262372257977047
text_embedding_629,0.0031899641577060487,0.0029998522593083984,0.03808667248143518,5,0.009366701421986506,-0.002986773106574409
text_embedding_249,0.003046594982078865,0.00035842293906807043,2.2570080028974806e-05,5,0.0037845927675514987,0.002308597196606231
Erythrocytes,0.0029390681003583553,0.0026779974713287183,0.03506920050842639,5,0.008453101907682736,-0.0025749657069660246
image_embedding_261,0.0028673835125447413,0.0026671820907055504,0.037020896298139684,5,0.008359148301681572,-0.00262438127659209
image_embedding_670,0.0027240143369174907,0.0012947951159991578,0.00463945235557244,5,0.00539001537673008,5.801329710490143e-05
image_embedding_115,0.0026164874551970695,0.0010495735099890326,0.002537966841018811,5,0.0047775738189120304,0.000455401091482109
text_embedding_426,0.002580645161290285,0.0031055853343629237,0.06835017045984243,5,0.00897508828849441,-0.0038137979659138405
image_embedding_301,0.0025448028673835223,0.0022253995091434937,0.03141863067008279,5,0.007126931214999902,-0.0020373254802328574
image_embedding_406,0.002508960573476715,0.0033335260282686178,0.08383535352619706,5,0.009372736739907859,-0.004354815592954428
image_embedding_008,0.002508960573476626,0.0022419347675980104,0.03329795326102446,5,0.007125135246792416,-0.002107214099839163
image_embedding_477,0.0024731182795698636,0.001441510935640867,0.009259052202997515,5,0.005441209219852859,-0.000494972660713132
text_embedding_420,0.002114695340501771,0.0015385072423895678,0.01858300337107613,5,0.0052825030170117705,-0.0010531123360082283
text_embedding_403,0.0020430107526881124,0.0018606949609200397,0.035027429199475116,5,0.0058742073947598596,-0.0017881858893836343
text_embedding_486,0.002043010752688046,0.00048420272710058675,0.00035185326827350606,5,0.003039990860181049,0.0010460306451950429
split_id,0.001935483870967758,0.0011291744804317833,0.00928695582089257,5,0.0042604697330266735,-0.00038950199109115706
adjuvant_radiotherapy,0.0018279569892472925,0.0019193205355541242,0.050125002588118896,5,0.005779864499782171,-0.0021239505212875868
text_embedding_490,0.0017921146953404853,0.0015206597444871832,0.028934180915673426,5,0.004923174126990839,-0.0013389447363098684
text_embedding_119,0.0017562724014336783,0.0015385072423896606,0.0315666330322165,5,0.004924080077943869,-0.0014115352750765124
text_embedding_346,0.0016487455197132129,0.0009766614045476044,0.00976159819106041,5,0.003659704850571881,-0.00036221381114545496
text_embedding_563,0.0016487455197131905,0.001419056121493107,0.0300873536487923,5,0.004570601687307434,-0.001273110647881053
image_embedding_149,0.001612903225806339,0.0006461561425562243,0.002526047080796919,5,0.002943347654156582,0.00028245879745609635
text_embedding_604,0.0015770609318995544,0.0012048556497470443,0.021474597429975654,5,0.004057875367603514,-0.0009037535038044051
Magnesium,0.0015412186379927916,0.0017768164240782062,0.062219018998475886,5,0.005199708213382621,-0.0021172709373970386
text_embedding_727,0.001505376344086029,0.0005465215298199934,0.001763265683019929,5,0.002630671727715679,0.000380080960456379
text_embedding_223,0.0015053763440859846,0.0006024278248736031,0.002516188768779236,5,0.0027457835619381313,0.00026496912623383815
text_embedding_448,0.0015053763440859625,0.0013266491414567082,0.03208191481870471,5,0.004236965262585068,-0.0012262125744131429
image_embedding_754,0.0015053763440859402,0.0008557230384453815,0.0085252091497874,5,0.0032673219075942746,-0.0002565692194223942
text_embedding_729,0.0014695340501791998,0.0009766614045476033,0.014093483068134544,5,0.0034804933810378648,-0.0005414252806794655
image_embedding_407,0.0014695340501791776,0.001150308712249571,0.023043584442997613,5,0.0038380355876570437,-0.0008989674872986882
image_embedding_411,0.0014695340501791332,0.001743977150638405,0.0663190457641067,5,0.00506040710766942,-0.002121339007311153
text_embedding_344,0.001469534050179111,0.000834825426440953,0.008507551451649144,5,0.0031884511417346346,-0.00024938304137641244
image_embedding_693,0.001469534050179111,0.0008153629509732646,0.007866261450687771,5,0.003148377635746666,-0.00020930953538844427
text_embedding_362,0.0014336917562723928,0.0016376045593635088,0.060942370658583205,5,0.004805542178102213,-0.001938158665557428
text_embedding_669,0.0013978494623655634,0.0008251515722739634,0.00965093900766026,5,0.003096847954484382,-0.0003011490297532549
text_embedding_738,0.0013978494623655413,0.0012885790689782831,0.03615864572931637,5,0.00405105157544725,-0.001255352650716167
text_embedding_134,0.0013978494623655413,0.0015332795438142055,0.05556252734833641,5,0.004554893235254397,-0.0017591943105233145
text_embedding_244,0.0013620071684587343,0.0010026237082938728,0.01924686483186981,5,0.00342642324156814,-0.0007024089046506717
image_embedding_443,0.0012544802867383354,0.0014614253073746185,0.06367754552028874,5,0.0042635751936669925,-0.001754614620190322
image_embedding_038,0.001218637992831484,0.0020527342026202627,0.12752286633723633,5,0.005445246087828381,-0.0030079701021654133
text_embedding_347,0.0012186379928314395,0.0057646510792717575,0.33053220957991525,5,0.013088134240997137,-0.010650858255334256
text_embedding_342,0.0011827956989247435,0.0017813295540916431,0.10589238206773763,5,0.004850577871390326,-0.0024849864735408387
text_embedding_271,0.001182795698924699,0.0010945112175341823,0.03652222821006413,5,0.003436409423580246,-0.001070818025730848
text_embedding_428,0.0011827956989246768,0.0006024278248735651,0.005890137656336348,5,0.002423202916776745,-5.761151892739124e-05
text_embedding_118,0.0011827956989246546,0.0007009895059357556,0.00977710636015377,5,0.0026261427803509745,-0.00026055138250166525
sex,0.001146953405017892,0.001049573509988966,0.035468930533847504,5,0.0033080397687327155,-0.0010141329586969314
text_embedding_242,0.0011111111111111072,0.0009516787130718051,0.0296890555278009,5,0.003070630734923613,-0.0008484085127013986
text_embedding_683,0.0010752688172042779,0.00045690139010689666,0.0031222596816880433,5,0.002016035094482695,0.00013450253992586074
text_embedding_443,0.0010394265232974043,0.0007539671673104256,0.01841798927746632,5,0.002591855341723265,-0.000513002295128456
image_embedding_391,0.0010035842293906415,0.0011655636230472302,0.0632473201370413,5,0.003403495839046162,-0.0013963273802648788
text_embedding_202,0.0010035842293906415,0.0014810719363006928,0.10215223713537935,5,0.004053131816823355,-0.002045963358042072
text_embedding_339,0.0010035842293906194,0.0007560940182699075,0.02061309243813187,5,0.0025603922633382573,-0.0005532238045570185
text_embedding_260,0.0010035842293905973,0.00048420272710054366,0.004886753436652287,5,0.0020005643368835114,6.604121897683035e-06
adjuvant_systemic_therapy,0.0009677419354838345,0.0016109107565766218,0.12516212368922047,5,0.004284629448427892,-0.0023491455774602233
MHCH,0.0009677419354838124,0.0005751543561247232,0.00986726889997871,5,0.002151992704222617,-0.00021650883325499215
text_embedding_540,0.0009677419354838124,0.001057195785215232,0.05504078270133485,5,0.0031445226692405565,-0.0012090387982729314
image_embedding_485,0.0009677419354838124,0.0006894402889487694,0.017445930461070326,5,0.002387309019506785,-0.00045182514853916024
text_embedding_075,0.0009677419354837902,0.00032555380151583213,0.0013298042748128988,5,0.0016380617124366053,0.0002974221585309751
image_embedding_378,0.000931899641577072,0.00023366316864519842,0.0004370286436181846,5,0.0014130153353857353,0.0004507839477684087
text_embedding_466,0.0009318996415770053,0.0011846949018665452,0.0767044799300831,5,0.003371202818743869,-0.001507403535589858
image_embedding_199,0.0008960573476702205,0.0008014580564515451,0.03338327240599793,5,0.002546270563231489,-0.0007541558678910482
image_embedding_740,0.0008960573476702205,0.001021662567293127,0.06069644422651033,5,0.002999674694604087,-0.001207559999263646
image_embedding_171,0.0008960573476701983,0.0009567274419382461,0.05216310453569716,5,0.0028659723739995545,-0.001073857678659158
text_embedding_312,0.0008960573476701761,0.0010827102126876643,0.06894814627788885,5,0.0031253726402395224,-0.0013332579448991702
text_embedding_650,0.0008602150537633912,0.0011291744804317286,0.08184533633490029,5,0.003185200915822194,-0.0014647708082954115
image_embedding_161,0.0008602150537633912,0.0003447201444744143,0.0025287944371735578,5,0.0015699985957749385,0.00015043151175184383
image_embedding_550,0.0008602150537633912,0.0012115013463193654,0.09377392657167608,5,0.003354713070563047,-0.001634282963036265
image_embedding_534,0.0008602150537633691,0.0002658135658457005,0.0009676040431571573,5,0.0014075288597735786,0.00031290124775315965
PDW,0.0008602150537633691,0.0005435753006488113,0.012021764399686887,5,0.0019794441108083407,-0.00025901400328160254
image_embedding_663,0.0008602150537633691,0.0009085155452068965,0.050831703650105385,5,0.002730861118363649,-0.0010104310108369108
text_embedding_659,0.0008602150537633469,0.001055675732976612,0.07126821261815039,5,0.003033865978951418,-0.0013134358714247244
text_embedding_504,0.0008243727598565842,0.0006024278248735205,0.018831555561992154,5,0.0020647799777085605,-0.00041603445799539207
text_embedding_091,0.0008243727598565398,0.0006285189217472944,0.021346076379229178,5,0.0021185019067888984,-0.0004697563870758189
text_embedding_304,0.0007885304659497993,0.0006411664451612866,0.0256872154221924,5,0.0021087010383989187,-0.0005316401064993199
text_embedding_550,0.0007885304659497772,0.0007873076213795469,0.044333531733449325,5,0.0024096077401180045,-0.00083254680821845
image_embedding_420,0.0007885304659497772,0.0009783042339753867,0.07292291529511094,5,0.002802872405306565,-0.0012258114734070103
Potassium,0.000788530465949755,0.0003716208127836199,0.004503174805104769,5,0.001553702855816705,2.3358076082805003e-05
image_embedding_683,0.000788530465949755,0.0013683590802022443,0.13351560085755274,5,0.003606000724818537,-0.0020289397929190273
text_embedding_633,0.0007526881720429701,0.0005435753006488552,0.018176000000002787,5,0.0018719172290880323,-0.00036654088500209195
text_embedding_461,0.0007526881720429701,0.0003447201444744085,0.004073251458139674,5,0.0014624717140545055,4.290463003143476e-05
text_embedding_319,0.0007526881720429479,0.0007954244093610175,0.05090390049869231,5,0.002390478024850955,-0.0008851016807650595
text_embedding_093,0.0007168458781361631,0.0005068865814957103,0.0170547115837052,5,0.0017605323553529116,-0.0003268405990805855
text_embedding_225,0.0007168458781361186,0.0006077356615703466,0.028864913251793387,5,0.001968182005108959,-0.0005344902488367218
text_embedding_077,0.0006810035842293782,0.00042786151922270354,0.011803318323445588,5,0.0015619763659835716,-0.00019996919752481533
text_embedding_099,0.0006810035842293339,0.0003885212076823833,0.008628201242706654,5,0.0014809741207811187,-0.00011896695232245101
text_embedding_352,0.0006451612903225268,0.00029987814571111316,0.00429045936096239,5,0.0012626145370981494,2.7708043546904133e-05
text_embedding_578,0.0006451612903225045,0.0004125757861369745,0.012486151633777278,5,0.0014946605363818988,-0.00020433795573688977
vascular_invasion_V,0.0006451612903225045,0.0006535692662655963,0.045950931259403874,5,0.0019908694428506023,-0.0007005468622055932
image_embedding_582,0.0006451612903225045,0.00027178765032443493,0.0030273672305965293,5,0.0012047758188450505,8.554676179995855e-05
Hemoglobin,0.000609318996415742,0.0014481794875151862,0.20003250143709844,5,0.0035911405771771416,-0.002372502584345658
text_embedding_588,0.0006093189964157198,0.0005005103958339704,0.026433908676681165,5,0.001639876819226695,-0.0004212388263952553
text_embedding_029,0.0006093189964156753,0.00029987814571112644,0.005234834644809733,5,0.0012267722431913253,-8.134250359974641e-06
text_embedding_003,0.0005734767025089127,0.00040866502691721965,0.017459853337269526,5,0.001414923641282395,-0.00026797023626456973
image_embedding_114,0.0005734767025089127,0.0006386569778209309,0.057539857185066094,5,0.001888480247019715,-0.0007415268420018896
text_embedding_025,0.0005734767025089127,0.0011076370709936984,0.15569942897986402,5,0.002854116740856178,-0.0017071633358383524
image_embedding_751,0.0005734767025088461,0.0012823328903224483,0.18695048315007032,5,0.0032138178474068273,-0.002066864442389135
text_embedding_240,0.0005376344086021279,0.00012672164537392267,0.00034445468246975064,5,0.0007985560279063049,0.0002767127892979508
image_embedding_228,0.0005376344086021057,0.0008500746398302029,0.11509982054026392,5,0.002287949841292622,-0.0012126810240884107
text_embedding_698,0.000501792114695343,0.0009848481479594231,0.15908614312043265,5,0.0025296080633917645,-0.0015260238340010783
text_embedding_329,0.0005017921146952987,0.0003447201444743681,0.015614906963538277,5,0.001211575656706751,-0.00020799142731615363
text_embedding_094,0.0005017921146952764,0.00019631632885492746,0.0023179197089545347,5,0.0009060101491875901,9.757408020296277e-05
image_embedding_165,0.000501792114695232,0.0006986949351117195,0.0917834300276674,5,0.0019404146430805225,-0.0009368304136900585
image_embedding_762,0.00046594982078849154,0.0005163032362324993,0.056878902414312905,5,0.0015290253202602886,-0.0005971256786833056
image_embedding_069,0.00043010752688172894,0.0017217363619319655,0.30311523101466287,5,0.003975186493025088,-0.00311497143926163
text_embedding_197,0.0004301075268817067,0.00046732633729052234,0.054350475662468506,5,0.0013923389144992917,-0.0005321238607358782
text_embedding_005,0.00043010752688168454,0.0005465215298199152,0.07662938850140856,5,0.0015554029105111734,-0.0006951878567478044
image_embedding_288,0.0004301075268816623,0.0007345484420042407,0.13028727368403145,5,0.0019425529215067814,-0.0010823378677434568
text_embedding_473,0.0004301075268816623,0.0005316271316914422,0.07235199930318481,5,0.0015247351389021662,-0.0006645200851388415
text_embedding_595,0.0004301075268815957,0.00048420272710066286,0.05897736617143157,5,0.0014270876343747557,-0.0005668725806115642
text_embedding_606,0.0003942652329749219,0.0007749730577218739,0.15940421762968057,5,0.0019899454700902136,-0.0012014150041403699
text_embedding_322,0.0003942652329748775,0.0005435753006488113,0.09007591377890771,5,0.001513494290019849,-0.0007249638240700942
image_embedding_557,0.0003942652329748775,0.00036727422100210546,0.03716216741318436,5,0.0011504879302874065,-0.0003619574643376515
text_embedding_154,0.0003942652329748775,0.00040866502691721965,0.04859259259259256,5,0.0012357121717483598,-0.0004471817057986049
image_embedding_563,0.0003942652329748775,8.014580564514706e-05,0.000194085669247007,5,0.000559286554530989,0.00022924391141876597
text_embedding_560,0.0003942652329748775,0.0002944744932823228,0.02009310912771262,5,0.0010005922847132072,-0.0002120618187634522
text_embedding_037,0.0003942652329748775,0.00014993907285555658,0.0020905360678201506,5,0.0007029918563626888,8.553860958706618e-05
number_of_positive_lymph_nodes,0.00039426523297485526,0.0011076370709936455,0.23531800565888802,5,0.0026749052713220113,-0.0018863748053723009
image_embedding_565,0.00035842293906809266,0.00012672164537396192,0.0015991010761691163,5,0.0006193445583723505,9.750131976383477e-05
image_embedding_233,0.00035842293906807043,0.0004007290282257353,0.058058261758407725,5,0.001183529546848628,-0.00046668366871248726
image_embedding_344,0.00035842293906807043,0.00043897665641271926,0.07096372388702771,5,0.0012622819419240284,-0.0005454360637878877
image_embedding_634,0.00035842293906807043,0.00025344329074784535,0.017054711583704817,5,0.0008802661776764246,-0.0001634202995402837
text_embedding_666,0.00035842293906807043,0.00028335821327671285,0.02371032779215981,5,0.0009418614166315318,-0.00022501553849539092
text_embedding_287,0.00035842293906802604,0.000670547918776725,0.14900740586565878,5,0.0017390903717864543,-0.0010222444936504023
image_embedding_584,0.0003225806451612634,0.0003205832225805883,0.043822588251697346,5,0.0009826659313857096,-0.0003375046410631828
Leukocytes,0.0003225806451612634,0.0012570378434946506,0.29840641195137807,5,0.0029108389390261075,-0.002265677648703581
text_embedding_660,0.0003225806451612634,0.0003205832225805883,0.043822588251697346,5,0.0009826659313857096,-0.0003375046410631828
image_embedding_356,0.0003225806451612412,0.000586216029885166,0.14296931521396253,5,0.0015296075530613767,-0.0008844462627388942
image_embedding_185,0.0003225806451612412,0.0008724488490780162,0.2274173428898335,5,0.0021189648839374407,-0.0014738035936149585
text_embedding_464,0.0002867383512544563,0.00039263265770976373,0.08890390417811063,5,0.001095174420238896,-0.0005216977177299833
text_embedding_710,0.0002867383512544563,0.00027178765032440566,0.0388708204739499,5,0.0008463528797769421,-0.0002728761772680295
text_embedding_367,0.0002867383512544563,0.0005465215298199152,0.15290840401991862,5,0.0014120337348839454,-0.0008385570323750326
text_embedding_027,0.0002867383512544563,0.0004315983719996878,0.10578949730003698,5,0.0011754053645252546,-0.0006019286620163419
text_embedding_221,0.0002867383512544563,0.0011018226630063706,0.29592207455319053,5,0.002555406443192155,-0.001981929740683242
text_embedding_475,0.00028673835125443415,0.00039263265770980927,0.0889039041781436,5,0.0010951744202389675,-0.0005216977177300993
text_embedding_366,0.00028673835125441193,0.00027178765032444594,0.03887082047398021,5,0.0008463528797769807,-0.0002728761772681568
text_embedding_508,0.0002508960573476715,0.0007873076213794964,0.25773325593910074,5,0.001871973331515795,-0.0013701812168204518
text_embedding_222,0.0002508960573476493,0.00016029161129029411,0.012448081730111369,5,0.0005809387004598724,-7.914658576457372e-05
text_embedding_555,0.0002508960573476493,0.00020433251345860983,0.02580297890558736,5,0.0006716195267343905,-0.00016982741203909186
image_embedding_722,0.0002508960573476271,0.0004498172185666742,0.14017782169523593,5,0.0011770759275110702,-0.0006752838128158159
text_embedding_521,0.0002508960573476049,0.00037162081278367074,0.10281997947541206,5,0.0010160684472146596,-0.0005142763325194498
text_embedding_247,0.00021505376344084227,0.00019631632885488187,0.03524199845510997,5,0.0006192717979330621,-0.00018916427105137754
text_embedding_006,0.00021505376344084227,0.00014993907285555658,0.016338961668401486,5,0.0005237803868286536,-9.367285994696904e-05
image_embedding_595,0.00021505376344084227,0.0003447201444743681,0.11774818012972152,5,0.0009248373054522945,-0.0004947297785706101
image_embedding_757,0.00021505376344084227,0.0003885212076823833,0.14175553211382114,5,0.001015024299992627,-0.0005849167731109427
text_embedding_689,0.00021505376344084227,0.0005435753006488113,0.21315860397018438,5,0.0013342828204858138,-0.0009041752936041294
text_embedding_474,0.00021505376344084227,8.014580564514706e-05,0.0019412685234802545,5,0.0003800750849969538,5.003244188473075e-05
text_embedding_631,0.00021505376344084227,8.014580564514706e-05,0.0019412685234802545,5,0.0003800750849969538,5.003244188473075e-05
text_embedding_489,0.00021505376344082005,0.0002658135658457417,0.07235199930320446,5,0.0007623675694511142,-0.00033226004256947417
text_embedding_731,0.00021505376344082005,0.0008906647770458464,0.3089581702112228,5,0.002048944849673662,-0.0016188373227920222
image_embedding_286,0.00021505376344082005,0.0004086650269172464,0.15227939234030283,5,0.0010565007022143576,-0.0006263931753327174
image_embedding_743,0.00021505376344082005,0.0004278615192227012,0.1619704154959618,5,0.0010960265451950089,-0.0006659190183133687
image_embedding_379,0.00021505376344079785,0.0004086650269172488,0.15227939234032578,5,0.0010565007022143404,-0.0006263931753327447
text_embedding_364,0.00021505376344079785,0.0009929673962147095,0.32675402339028514,5,0.0022595873565147903,-0.0018294798296331948
text_embedding_581,0.00017921146953405742,0.0007279604305229089,0.30564271544659016,5,0.001678092057463119,-0.0013196691183950044
text_embedding_330,0.00017921146953403522,0.000335273959388318,0.1490074058656052,5,0.0008695451858931576,-0.0005111222468250872
text_embedding_288,0.00017921146953403522,0.00021948832820635963,0.07096372388702771,5,0.0006311409709620142,-0.00027271803189394384
image_embedding_632,0.00017921146953403522,0.0004007290282257353,0.18695048315002946,5,0.0010043180773145928,-0.0006458951382465225
image_embedding_217,0.00017921146953403522,0.00017921146953403522,0.04450467125004282,5,0.0005482103622703521,-0.0001897874232022816
text_embedding_533,0.00017921146953403522,0.00028335821327671285,0.11509982054024936,5,0.0007626499470974966,-0.00040422700802942614
image_embedding_152,0.00017921146953403522,0.00017921146953403522,0.04450467125004282,5,0.0005482103622703521,-0.0001897874232022816
text_embedding_520,0.00017921146953403522,0.0,0.5,5,0.00017921146953403522,0.00017921146953403522
image_embedding_166,0.00017921146953403522,0.00017921146953403522,0.04450467125004282,5,0.0005482103622703521,-0.0001897874232022816
text_embedding_017,0.00017921146953403522,0.0,0.5,5,0.00017921146953403522,0.00017921146953403522
text_embedding_355,0.00017921146953403522,0.00017921146953403522,0.04450467125004282,5,0.0005482103622703521,-0.0001897874232022816
image_embedding_210,0.00017921146953401302,0.00033527395938834766,0.1490074058656495,5,0.0008695451858931966,-0.0005111222468251706
text_embedding_485,0.00017921146953401302,0.00035842293906811207,0.1630821176725812,5,0.0009172092550067323,-0.0005587863159387063
text_embedding_657,0.00014336917562722816,0.00032058322258058823,0.1869504831500295,5,0.0008034544618516742,-0.000516716110597218
text_embedding_206,0.00014336917562722816,8.014580564514706e-05,0.00806504495004627,5,0.0003083904971833397,-2.165214592888336e-05
text_embedding_213,0.00014336917562722816,8.014580564514706e-05,0.00806504495004627,5,0.0003083904971833397,-2.165214592888336e-05
text_embedding_131,0.00014336917562722816,0.00014993907285555658,0.049650341606863435,5,0.0004520957990150395,-0.00016535744776058315
text_embedding_663,0.00014336917562722816,8.014580564514707e-05,0.008065044950046271,5,0.0003083904971833397,-2.1652145928883386e-05
text_embedding_396,0.00014336917562722816,0.0005131835506550915,0.28301858885004494,5,0.0012000211993765057,-0.0009132828481220492
text_embedding_289,0.00014336917562722816,8.014580564514706e-05,0.00806504495004627,5,0.0003083904971833397,-2.165214592888336e-05
text_embedding_199,0.00014336917562722816,0.0003205832225805883,0.1869504831500295,5,0.0008034544618516744,-0.000516716110597218
Thrombin time,0.00014336917562722816,0.00014993907285555658,0.049650341606863435,5,0.0004520957990150395,-0.00016535744776058315
image_embedding_013,0.00014336917562722816,0.00019631632885488187,0.08890390417811063,5,0.000547587210119448,-0.00026084885886499165
image_embedding_265,0.00014336917562722816,0.00046387738729547327,0.26376032258491133,5,0.0010984991275354522,-0.0008117607762809958
text_embedding_189,0.00010752688172042114,0.00039263265770976373,0.28669612691267776,5,0.0009159629507048607,-0.0007009091872640185
image_embedding_614,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
image_embedding_188,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
image_embedding_402,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
image_embedding_360,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_717,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
image_embedding_446,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_590,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
image_embedding_653,0.00010752688172042114,0.0002404374169354412,0.1869504831500295,5,0.0006025908463887557,-0.0003875370829479135
image_embedding_128,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
image_embedding_490,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
image_embedding_355,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
image_embedding_736,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
image_embedding_533,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_702,0.00010752688172042114,0.00016029161129029411,0.10399999999999987,5,0.0004375695248326442,-0.0002225157613918019
text_embedding_108,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_752,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_383,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_022,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_215,0.00010752688172042114,0.0004673263372904734,0.31701358059813844,5,0.0010697582693379051,-0.0008547045058970629
image_embedding_116,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_709,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_052,0.00010752688172042114,9.815816442744093e-05,0.03524199845510997,5,0.00030963589896653104,-9.458213552568877e-05
text_embedding_616,0.00010752688172039892,0.00037162081278366803,0.27644471696677203,5,0.000872699271587448,-0.0006576455081466502
image_embedding_418,0.00010752688172039892,0.0003493474675558562,0.26456665019097403,5,0.0008268381459130367,-0.000611784382472239
text_embedding_605,0.00010752688172037672,0.0009363692098646901,0.4050090740373946,5,0.0020355240268296114,-0.001820470263388858
text_embedding_514,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
text_embedding_169,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
Creatinine,7.168458781361408e-05,0.00016029161129029414,0.1869504831500295,5,0.0004017272309258372,-0.000258358055298609
adjuvant_systemic_therapy_modality,7.168458781361408e-05,0.00016029161129029414,0.1869504831500295,5,0.0004017272309258372,-0.000258358055298609
image_embedding_018,7.168458781361408e-05,0.00027178765032440566,0.29352481989352813,5,0.0006312991163360999,-0.0004879299407088717
image_embedding_629,7.168458781361408e-05,0.0002404374169354412,0.2707348696377925,5,0.0005667485524819487,-0.0004233793768547205
text_embedding_739,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
text_embedding_200,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
image_embedding_012,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
text_embedding_624,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
text_embedding_703,7.168458781361408e-05,0.00016029161129029414,0.1869504831500295,5,0.0004017272309258372,-0.000258358055298609
image_embedding_227,7.168458781361408e-05,0.00016029161129029411,0.1869504831500295,5,0.0004017272309258371,-0.000258358055298609
text_embedding_036,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
text_embedding_568,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
image_embedding_336,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
